id,time_stamp,reg_number,alt,dir,speed,lat,lng,dep_iata,flight_icao,status
1,07/23/2026 18:27:35,N717UW,1480,96.2,444,43.3119,-89.623996,PHX,AAL888,en-route
2,07/23/2026 18:27:35,N47570,10390,83.5,952,42.880881,-92.580567,DEN,UAL2368,en-route
3,07/23/2026 18:27:35,N119US,6862,238.6,715,42.609739,-90.268856,DFW,AAL2142,en-route
4,07/23/2026 18:27:35,N240JQ,10040,275.3,822,43.249212,-75.833826,BOS,RPA5603,en-route
5,07/23/2026 18:27:35,N330PQ,10756,281.8,729,40.776277,-76.984083,LGA,EDV5033,en-route
6,07/23/2026 18:27:35,N614CZ,7236,123.9,851,43.76902,-90.649961,MSP,SKW4032,en-route
